clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_06_s025_traffic_5db,voice_06,s025,traffic,5,data\noisy_wav\voice_06_s025_traffic_5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_traffic_0db,voice_06,s025,traffic,0,data\noisy_wav\voice_06_s025_traffic_0db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_traffic_-5db,voice_06,s025,traffic,-5,data\noisy_wav\voice_06_s025_traffic_-5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_traffic_-10db,voice_06,s025,traffic,-10,data\noisy_wav\voice_06_s025_traffic_-10db.wav,We heard music coming from the upstairs apartment.,We've heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we've heard music coming from the upstairs apartment,0.125,0.061224489795918366
voice_06_s025_fan_20db,voice_06,s025,fan,20,data\noisy_wav\voice_06_s025_fan_20db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_fan_10db,voice_06,s025,fan,10,data\noisy_wav\voice_06_s025_fan_10db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_fan_5db,voice_06,s025,fan,5,data\noisy_wav\voice_06_s025_fan_5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_fan_0db,voice_06,s025,fan,0,data\noisy_wav\voice_06_s025_fan_0db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_fan_-5db,voice_06,s025,fan,-5,data\noisy_wav\voice_06_s025_fan_-5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_06_s025_fan_-10db,voice_06,s025,fan,-10,data\noisy_wav\voice_06_s025_fan_-10db.wav,We heard music coming from the upstairs apartment.,"We heard music, and we have scarce apartment.",we heard music coming from the upstairs apartment,we heard music and we have scarce apartment,0.5,0.3673469387755102
voice_06_s026_cafe_20db,voice_06,s026,cafe,20,data\noisy_wav\voice_06_s026_cafe_20db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_cafe_10db,voice_06,s026,cafe,10,data\noisy_wav\voice_06_s026_cafe_10db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_cafe_5db,voice_06,s026,cafe,5,data\noisy_wav\voice_06_s026_cafe_5db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_cafe_0db,voice_06,s026,cafe,0,data\noisy_wav\voice_06_s026_cafe_0db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_cafe_-5db,voice_06,s026,cafe,-5,data\noisy_wav\voice_06_s026_cafe_-5db.wav,The grocery store closes early on Sunday.,The grocery store closes early on tonight.,the grocery store closes early on sunday,the grocery store closes early on tonight,0.14285714285714285,0.15
voice_06_s026_cafe_-10db,voice_06,s026,cafe,-10,data\noisy_wav\voice_06_s026_cafe_-10db.wav,The grocery store closes early on Sunday.,you'll stand on the hands of hell...,the grocery store closes early on sunday,you'll stand on the hands of hell,1.0,0.75
voice_06_s026_traffic_20db,voice_06,s026,traffic,20,data\noisy_wav\voice_06_s026_traffic_20db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_traffic_10db,voice_06,s026,traffic,10,data\noisy_wav\voice_06_s026_traffic_10db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_traffic_5db,voice_06,s026,traffic,5,data\noisy_wav\voice_06_s026_traffic_5db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_traffic_0db,voice_06,s026,traffic,0,data\noisy_wav\voice_06_s026_traffic_0db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_traffic_-5db,voice_06,s026,traffic,-5,data\noisy_wav\voice_06_s026_traffic_-5db.wav,The grocery store closes early on Sunday.,the grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_traffic_-10db,voice_06,s026,traffic,-10,data\noisy_wav\voice_06_s026_traffic_-10db.wav,The grocery store closes early on Sunday.,the grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_fan_20db,voice_06,s026,fan,20,data\noisy_wav\voice_06_s026_fan_20db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_fan_10db,voice_06,s026,fan,10,data\noisy_wav\voice_06_s026_fan_10db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_fan_5db,voice_06,s026,fan,5,data\noisy_wav\voice_06_s026_fan_5db.wav,The grocery store closes early on Sunday.,The grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_fan_0db,voice_06,s026,fan,0,data\noisy_wav\voice_06_s026_fan_0db.wav,The grocery store closes early on Sunday.,the grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_fan_-5db,voice_06,s026,fan,-5,data\noisy_wav\voice_06_s026_fan_-5db.wav,The grocery store closes early on Sunday.,the grocery store closes early on Sunday.,the grocery store closes early on sunday,the grocery store closes early on sunday,0.0,0.0
voice_06_s026_fan_-10db,voice_06,s026,fan,-10,data\noisy_wav\voice_06_s026_fan_-10db.wav,The grocery store closes early on Sunday.,The grocery store pulls certainly on Sunday.,the grocery store closes early on sunday,the grocery store pulls certainly on sunday,0.2857142857142857,0.25
voice_06_s027_cafe_20db,voice_06,s027,cafe,20,data\noisy_wav\voice_06_s027_cafe_20db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_cafe_10db,voice_06,s027,cafe,10,data\noisy_wav\voice_06_s027_cafe_10db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_cafe_5db,voice_06,s027,cafe,5,data\noisy_wav\voice_06_s027_cafe_5db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_cafe_0db,voice_06,s027,cafe,0,data\noisy_wav\voice_06_s027_cafe_0db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_cafe_-5db,voice_06,s027,cafe,-5,data\noisy_wav\voice_06_s027_cafe_-5db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_cafe_-10db,voice_06,s027,cafe,-10,data\noisy_wav\voice_06_s027_cafe_-10db.wav,She folded the blanket and placed it on the chair.,are unfortunately 4.1 cube proportion.,she folded the blanket and placed it on the chair,are unfortunately 4 1 cube proportion,1.0,0.7959183673469388
voice_06_s027_traffic_20db,voice_06,s027,traffic,20,data\noisy_wav\voice_06_s027_traffic_20db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_traffic_10db,voice_06,s027,traffic,10,data\noisy_wav\voice_06_s027_traffic_10db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_traffic_5db,voice_06,s027,traffic,5,data\noisy_wav\voice_06_s027_traffic_5db.wav,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_traffic_0db,voice_06,s027,traffic,0,data\noisy_wav\voice_06_s027_traffic_0db.wav,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_traffic_-5db,voice_06,s027,traffic,-5,data\noisy_wav\voice_06_s027_traffic_-5db.wav,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_traffic_-10db,voice_06,s027,traffic,-10,data\noisy_wav\voice_06_s027_traffic_-10db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_fan_20db,voice_06,s027,fan,20,data\noisy_wav\voice_06_s027_fan_20db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_fan_10db,voice_06,s027,fan,10,data\noisy_wav\voice_06_s027_fan_10db.wav,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_fan_5db,voice_06,s027,fan,5,data\noisy_wav\voice_06_s027_fan_5db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_fan_0db,voice_06,s027,fan,0,data\noisy_wav\voice_06_s027_fan_0db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_fan_-5db,voice_06,s027,fan,-5,data\noisy_wav\voice_06_s027_fan_-5db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_06_s027_fan_-10db,voice_06,s027,fan,-10,data\noisy_wav\voice_06_s027_fan_-10db.wav,She folded the blanket and placed it on the chair.,,she folded the blanket and placed it on the chair,,1.0,1.0
voice_06_s028_cafe_20db,voice_06,s028,cafe,20,data\noisy_wav\voice_06_s028_cafe_20db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_cafe_10db,voice_06,s028,cafe,10,data\noisy_wav\voice_06_s028_cafe_10db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_cafe_5db,voice_06,s028,cafe,5,data\noisy_wav\voice_06_s028_cafe_5db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_cafe_0db,voice_06,s028,cafe,0,data\noisy_wav\voice_06_s028_cafe_0db.wav,The bus driver waited at the corner.,the bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_cafe_-5db,voice_06,s028,cafe,-5,data\noisy_wav\voice_06_s028_cafe_-5db.wav,The bus driver waited at the corner.,The bus truck is waited at the corner.,the bus driver waited at the corner,the bus truck is waited at the corner,0.2857142857142857,0.2
voice_06_s028_cafe_-10db,voice_06,s028,cafe,-10,data\noisy_wav\voice_06_s028_cafe_-10db.wav,The bus driver waited at the corner.,Doesn't let the Dark cost you or does that?,the bus driver waited at the corner,doesn't let the dark cost you or does that,1.1428571428571428,0.9428571428571428
voice_06_s028_traffic_20db,voice_06,s028,traffic,20,data\noisy_wav\voice_06_s028_traffic_20db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_traffic_10db,voice_06,s028,traffic,10,data\noisy_wav\voice_06_s028_traffic_10db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_traffic_5db,voice_06,s028,traffic,5,data\noisy_wav\voice_06_s028_traffic_5db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_traffic_0db,voice_06,s028,traffic,0,data\noisy_wav\voice_06_s028_traffic_0db.wav,The bus driver waited at the corner.,the bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_traffic_-5db,voice_06,s028,traffic,-5,data\noisy_wav\voice_06_s028_traffic_-5db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_traffic_-10db,voice_06,s028,traffic,-10,data\noisy_wav\voice_06_s028_traffic_-10db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_fan_20db,voice_06,s028,fan,20,data\noisy_wav\voice_06_s028_fan_20db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_fan_10db,voice_06,s028,fan,10,data\noisy_wav\voice_06_s028_fan_10db.wav,The bus driver waited at the corner.,the bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_fan_5db,voice_06,s028,fan,5,data\noisy_wav\voice_06_s028_fan_5db.wav,The bus driver waited at the corner.,the bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_fan_0db,voice_06,s028,fan,0,data\noisy_wav\voice_06_s028_fan_0db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_fan_-5db,voice_06,s028,fan,-5,data\noisy_wav\voice_06_s028_fan_-5db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_06_s028_fan_-10db,voice_06,s028,fan,-10,data\noisy_wav\voice_06_s028_fan_-10db.wav,The bus driver waited at the corner.,The bus driver waited at the end of the day.,the bus driver waited at the corner,the bus driver waited at the end of the day,0.5714285714285714,0.34285714285714286
voice_06_s029_cafe_20db,voice_06,s029,cafe,20,data\noisy_wav\voice_06_s029_cafe_20db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_cafe_10db,voice_06,s029,cafe,10,data\noisy_wav\voice_06_s029_cafe_10db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_cafe_5db,voice_06,s029,cafe,5,data\noisy_wav\voice_06_s029_cafe_5db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_cafe_0db,voice_06,s029,cafe,0,data\noisy_wav\voice_06_s029_cafe_0db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_cafe_-5db,voice_06,s029,cafe,-5,data\noisy_wav\voice_06_s029_cafe_-5db.wav,He spilled orange juice on the white tablecloth.,He's a friend orange James on the white tablecloth.,he spilled orange juice on the white tablecloth,he's a friend orange james on the white tablecloth,0.5,0.2553191489361702
voice_06_s029_cafe_-10db,voice_06,s029,cafe,-10,data\noisy_wav\voice_06_s029_cafe_-10db.wav,He spilled orange juice on the white tablecloth.,vale thre is though orange juice and milk and its going too long.,he spilled orange juice on the white tablecloth,vale thre is though orange juice and milk and its going too long,1.375,0.8085106382978723
voice_06_s029_traffic_20db,voice_06,s029,traffic,20,data\noisy_wav\voice_06_s029_traffic_20db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_traffic_10db,voice_06,s029,traffic,10,data\noisy_wav\voice_06_s029_traffic_10db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_traffic_5db,voice_06,s029,traffic,5,data\noisy_wav\voice_06_s029_traffic_5db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_traffic_0db,voice_06,s029,traffic,0,data\noisy_wav\voice_06_s029_traffic_0db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_traffic_-5db,voice_06,s029,traffic,-5,data\noisy_wav\voice_06_s029_traffic_-5db.wav,He spilled orange juice on the white tablecloth.,He's filled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he's filled orange juice on the white tablecloth,0.25,0.06382978723404255
voice_06_s029_traffic_-10db,voice_06,s029,traffic,-10,data\noisy_wav\voice_06_s029_traffic_-10db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice in a white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice in a white tablecloth,0.25,0.0851063829787234
voice_06_s029_fan_20db,voice_06,s029,fan,20,data\noisy_wav\voice_06_s029_fan_20db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_fan_10db,voice_06,s029,fan,10,data\noisy_wav\voice_06_s029_fan_10db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_fan_5db,voice_06,s029,fan,5,data\noisy_wav\voice_06_s029_fan_5db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_fan_0db,voice_06,s029,fan,0,data\noisy_wav\voice_06_s029_fan_0db.wav,He spilled orange juice on the white tablecloth.,He spilled orange juice on the white tablecloth.,he spilled orange juice on the white tablecloth,he spilled orange juice on the white tablecloth,0.0,0.0
voice_06_s029_fan_-5db,voice_06,s029,fan,-5,data\noisy_wav\voice_06_s029_fan_-5db.wav,He spilled orange juice on the white tablecloth.,is built orange juice on a white tablecloth.,he spilled orange juice on the white tablecloth,is built orange juice on a white tablecloth,0.375,0.2127659574468085
voice_06_s029_fan_-10db,voice_06,s029,fan,-10,data\noisy_wav\voice_06_s029_fan_-10db.wav,He spilled orange juice on the white tablecloth.,This buildinguisout quite deep,he spilled orange juice on the white tablecloth,this buildinguisout quite deep,1.0,0.6808510638297872
voice_06_s030_cafe_20db,voice_06,s030,cafe,20,data\noisy_wav\voice_06_s030_cafe_20db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_cafe_10db,voice_06,s030,cafe,10,data\noisy_wav\voice_06_s030_cafe_10db.wav,The team practiced outside despite the cold weather.,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_cafe_5db,voice_06,s030,cafe,5,data\noisy_wav\voice_06_s030_cafe_5db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_cafe_0db,voice_06,s030,cafe,0,data\noisy_wav\voice_06_s030_cafe_0db.wav,The team practiced outside despite the cold weather.,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_cafe_-5db,voice_06,s030,cafe,-5,data\noisy_wav\voice_06_s030_cafe_-5db.wav,The team practiced outside despite the cold weather.,the team focused outside despite the cold weather.,the team practiced outside despite the cold weather,the team focused outside despite the cold weather,0.125,0.11764705882352941
voice_06_s030_cafe_-10db,voice_06,s030,cafe,-10,data\noisy_wav\voice_06_s030_cafe_-10db.wav,The team practiced outside despite the cold weather.,The team practice outside.,the team practiced outside despite the cold weather,the team practice outside,0.625,0.5098039215686274
voice_06_s030_traffic_20db,voice_06,s030,traffic,20,data\noisy_wav\voice_06_s030_traffic_20db.wav,The team practiced outside despite the cold weather.,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_traffic_10db,voice_06,s030,traffic,10,data\noisy_wav\voice_06_s030_traffic_10db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_traffic_5db,voice_06,s030,traffic,5,data\noisy_wav\voice_06_s030_traffic_5db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_traffic_0db,voice_06,s030,traffic,0,data\noisy_wav\voice_06_s030_traffic_0db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_traffic_-5db,voice_06,s030,traffic,-5,data\noisy_wav\voice_06_s030_traffic_-5db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_traffic_-10db,voice_06,s030,traffic,-10,data\noisy_wav\voice_06_s030_traffic_-10db.wav,The team practiced outside despite the cold weather.,the team practice outside despite the cold weather.,the team practiced outside despite the cold weather,the team practice outside despite the cold weather,0.125,0.0196078431372549
voice_06_s030_fan_20db,voice_06,s030,fan,20,data\noisy_wav\voice_06_s030_fan_20db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_fan_10db,voice_06,s030,fan,10,data\noisy_wav\voice_06_s030_fan_10db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_fan_5db,voice_06,s030,fan,5,data\noisy_wav\voice_06_s030_fan_5db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_fan_0db,voice_06,s030,fan,0,data\noisy_wav\voice_06_s030_fan_0db.wav,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_fan_-5db,voice_06,s030,fan,-5,data\noisy_wav\voice_06_s030_fan_-5db.wav,The team practiced outside despite the cold weather.,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s030_fan_-10db,voice_06,s030,fan,-10,data\noisy_wav\voice_06_s030_fan_-10db.wav,The team practiced outside despite the cold weather.,The team practiced outside despite the cold weather.,the team practiced outside despite the cold weather,the team practiced outside despite the cold weather,0.0,0.0
voice_06_s031_cafe_20db,voice_06,s031,cafe,20,data\noisy_wav\voice_06_s031_cafe_20db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_cafe_10db,voice_06,s031,cafe,10,data\noisy_wav\voice_06_s031_cafe_10db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_cafe_5db,voice_06,s031,cafe,5,data\noisy_wav\voice_06_s031_cafe_5db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_cafe_0db,voice_06,s031,cafe,0,data\noisy_wav\voice_06_s031_cafe_0db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_cafe_-5db,voice_06,s031,cafe,-5,data\noisy_wav\voice_06_s031_cafe_-5db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_cafe_-10db,voice_06,s031,cafe,-10,data\noisy_wav\voice_06_s031_cafe_-10db.wav,Please send the report before the end of the day.,play sadly.  poets,please send the report before the end of the day,play sadly poets,1.0,0.7708333333333334
voice_06_s031_traffic_20db,voice_06,s031,traffic,20,data\noisy_wav\voice_06_s031_traffic_20db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_traffic_10db,voice_06,s031,traffic,10,data\noisy_wav\voice_06_s031_traffic_10db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_traffic_5db,voice_06,s031,traffic,5,data\noisy_wav\voice_06_s031_traffic_5db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_traffic_0db,voice_06,s031,traffic,0,data\noisy_wav\voice_06_s031_traffic_0db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_traffic_-5db,voice_06,s031,traffic,-5,data\noisy_wav\voice_06_s031_traffic_-5db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_06_s031_traffic_-10db,voice_06,s031,traffic,-10,data\noisy_wav\voice_06_s031_traffic_-10db.wav,Please send the report before the end of the day.,please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
