clip_id,voice_id,sentence_id,transcript,audio_type,noise_type,snr_db,noise_start_sample,path
voice_06_s033_traffic_10db,voice_06,s033,She wore a green sweater to the interview.,noisy,traffic,10,8140202,data\noisy_wav\voice_06_s033_traffic_10db.wav
voice_06_s033_traffic_5db,voice_06,s033,She wore a green sweater to the interview.,noisy,traffic,5,4129097,data\noisy_wav\voice_06_s033_traffic_5db.wav
voice_06_s033_traffic_0db,voice_06,s033,She wore a green sweater to the interview.,noisy,traffic,0,4547670,data\noisy_wav\voice_06_s033_traffic_0db.wav
voice_06_s033_traffic_-5db,voice_06,s033,She wore a green sweater to the interview.,noisy,traffic,-5,2592525,data\noisy_wav\voice_06_s033_traffic_-5db.wav
voice_06_s033_traffic_-10db,voice_06,s033,She wore a green sweater to the interview.,noisy,traffic,-10,1472676,data\noisy_wav\voice_06_s033_traffic_-10db.wav
voice_06_s033_fan_20db,voice_06,s033,She wore a green sweater to the interview.,noisy,fan,20,514259,data\noisy_wav\voice_06_s033_fan_20db.wav
voice_06_s033_fan_10db,voice_06,s033,She wore a green sweater to the interview.,noisy,fan,10,39807,data\noisy_wav\voice_06_s033_fan_10db.wav
voice_06_s033_fan_5db,voice_06,s033,She wore a green sweater to the interview.,noisy,fan,5,94641,data\noisy_wav\voice_06_s033_fan_5db.wav
voice_06_s033_fan_0db,voice_06,s033,She wore a green sweater to the interview.,noisy,fan,0,58896,data\noisy_wav\voice_06_s033_fan_0db.wav
voice_06_s033_fan_-5db,voice_06,s033,She wore a green sweater to the interview.,noisy,fan,-5,243923,data\noisy_wav\voice_06_s033_fan_-5db.wav
voice_06_s033_fan_-10db,voice_06,s033,She wore a green sweater to the interview.,noisy,fan,-10,630889,data\noisy_wav\voice_06_s033_fan_-10db.wav
voice_06_s034_cafe_20db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,cafe,20,57359,data\noisy_wav\voice_06_s034_cafe_20db.wav
voice_06_s034_cafe_10db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,cafe,10,5224,data\noisy_wav\voice_06_s034_cafe_10db.wav
voice_06_s034_cafe_5db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,cafe,5,138005,data\noisy_wav\voice_06_s034_cafe_5db.wav
voice_06_s034_cafe_0db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,cafe,0,125301,data\noisy_wav\voice_06_s034_cafe_0db.wav
voice_06_s034_cafe_-5db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,cafe,-5,179,data\noisy_wav\voice_06_s034_cafe_-5db.wav
voice_06_s034_cafe_-10db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,cafe,-10,86962,data\noisy_wav\voice_06_s034_cafe_-10db.wav
voice_06_s034_traffic_20db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,traffic,20,7699871,data\noisy_wav\voice_06_s034_traffic_20db.wav
voice_06_s034_traffic_10db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,traffic,10,5151735,data\noisy_wav\voice_06_s034_traffic_10db.wav
voice_06_s034_traffic_5db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,traffic,5,1690005,data\noisy_wav\voice_06_s034_traffic_5db.wav
voice_06_s034_traffic_0db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,traffic,0,6764954,data\noisy_wav\voice_06_s034_traffic_0db.wav
voice_06_s034_traffic_-5db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,traffic,-5,1094625,data\noisy_wav\voice_06_s034_traffic_-5db.wav
voice_06_s034_traffic_-10db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,traffic,-10,2858494,data\noisy_wav\voice_06_s034_traffic_-10db.wav
voice_06_s034_fan_20db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,fan,20,751763,data\noisy_wav\voice_06_s034_fan_20db.wav
voice_06_s034_fan_10db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,fan,10,186080,data\noisy_wav\voice_06_s034_fan_10db.wav
voice_06_s034_fan_5db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,fan,5,339307,data\noisy_wav\voice_06_s034_fan_5db.wav
voice_06_s034_fan_0db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,fan,0,62448,data\noisy_wav\voice_06_s034_fan_0db.wav
voice_06_s034_fan_-5db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,fan,-5,22977,data\noisy_wav\voice_06_s034_fan_-5db.wav
voice_06_s034_fan_-10db,voice_06,s034,The child dropped a spoon onto the floor.,noisy,fan,-10,154887,data\noisy_wav\voice_06_s034_fan_-10db.wav
voice_06_s035_cafe_20db,voice_06,s035,He checked the map before leaving the hotel.,noisy,cafe,20,153776,data\noisy_wav\voice_06_s035_cafe_20db.wav
voice_06_s035_cafe_10db,voice_06,s035,He checked the map before leaving the hotel.,noisy,cafe,10,184731,data\noisy_wav\voice_06_s035_cafe_10db.wav
voice_06_s035_cafe_5db,voice_06,s035,He checked the map before leaving the hotel.,noisy,cafe,5,37133,data\noisy_wav\voice_06_s035_cafe_5db.wav
voice_06_s035_cafe_0db,voice_06,s035,He checked the map before leaving the hotel.,noisy,cafe,0,202995,data\noisy_wav\voice_06_s035_cafe_0db.wav
voice_06_s035_cafe_-5db,voice_06,s035,He checked the map before leaving the hotel.,noisy,cafe,-5,29077,data\noisy_wav\voice_06_s035_cafe_-5db.wav
voice_06_s035_cafe_-10db,voice_06,s035,He checked the map before leaving the hotel.,noisy,cafe,-10,221899,data\noisy_wav\voice_06_s035_cafe_-10db.wav
voice_06_s035_traffic_20db,voice_06,s035,He checked the map before leaving the hotel.,noisy,traffic,20,4414881,data\noisy_wav\voice_06_s035_traffic_20db.wav
voice_06_s035_traffic_10db,voice_06,s035,He checked the map before leaving the hotel.,noisy,traffic,10,7219818,data\noisy_wav\voice_06_s035_traffic_10db.wav
voice_06_s035_traffic_5db,voice_06,s035,He checked the map before leaving the hotel.,noisy,traffic,5,3060917,data\noisy_wav\voice_06_s035_traffic_5db.wav
voice_06_s035_traffic_0db,voice_06,s035,He checked the map before leaving the hotel.,noisy,traffic,0,8057750,data\noisy_wav\voice_06_s035_traffic_0db.wav
voice_06_s035_traffic_-5db,voice_06,s035,He checked the map before leaving the hotel.,noisy,traffic,-5,608439,data\noisy_wav\voice_06_s035_traffic_-5db.wav
voice_06_s035_traffic_-10db,voice_06,s035,He checked the map before leaving the hotel.,noisy,traffic,-10,3133906,data\noisy_wav\voice_06_s035_traffic_-10db.wav
voice_06_s035_fan_20db,voice_06,s035,He checked the map before leaving the hotel.,noisy,fan,20,738761,data\noisy_wav\voice_06_s035_fan_20db.wav
voice_06_s035_fan_10db,voice_06,s035,He checked the map before leaving the hotel.,noisy,fan,10,694303,data\noisy_wav\voice_06_s035_fan_10db.wav
voice_06_s035_fan_5db,voice_06,s035,He checked the map before leaving the hotel.,noisy,fan,5,414812,data\noisy_wav\voice_06_s035_fan_5db.wav
voice_06_s035_fan_0db,voice_06,s035,He checked the map before leaving the hotel.,noisy,fan,0,614483,data\noisy_wav\voice_06_s035_fan_0db.wav
voice_06_s035_fan_-5db,voice_06,s035,He checked the map before leaving the hotel.,noisy,fan,-5,105939,data\noisy_wav\voice_06_s035_fan_-5db.wav
voice_06_s035_fan_-10db,voice_06,s035,He checked the map before leaving the hotel.,noisy,fan,-10,352909,data\noisy_wav\voice_06_s035_fan_-10db.wav
voice_06_s036_cafe_20db,voice_06,s036,The rain made the sidewalk slippery.,noisy,cafe,20,79105,data\noisy_wav\voice_06_s036_cafe_20db.wav
voice_06_s036_cafe_10db,voice_06,s036,The rain made the sidewalk slippery.,noisy,cafe,10,84568,data\noisy_wav\voice_06_s036_cafe_10db.wav
voice_06_s036_cafe_5db,voice_06,s036,The rain made the sidewalk slippery.,noisy,cafe,5,35769,data\noisy_wav\voice_06_s036_cafe_5db.wav
voice_06_s036_cafe_0db,voice_06,s036,The rain made the sidewalk slippery.,noisy,cafe,0,41288,data\noisy_wav\voice_06_s036_cafe_0db.wav
voice_06_s036_cafe_-5db,voice_06,s036,The rain made the sidewalk slippery.,noisy,cafe,-5,191981,data\noisy_wav\voice_06_s036_cafe_-5db.wav
voice_06_s036_cafe_-10db,voice_06,s036,The rain made the sidewalk slippery.,noisy,cafe,-10,114522,data\noisy_wav\voice_06_s036_cafe_-10db.wav
voice_06_s036_traffic_20db,voice_06,s036,The rain made the sidewalk slippery.,noisy,traffic,20,6642456,data\noisy_wav\voice_06_s036_traffic_20db.wav
voice_06_s036_traffic_10db,voice_06,s036,The rain made the sidewalk slippery.,noisy,traffic,10,5362551,data\noisy_wav\voice_06_s036_traffic_10db.wav
voice_06_s036_traffic_5db,voice_06,s036,The rain made the sidewalk slippery.,noisy,traffic,5,8058617,data\noisy_wav\voice_06_s036_traffic_5db.wav
voice_06_s036_traffic_0db,voice_06,s036,The rain made the sidewalk slippery.,noisy,traffic,0,4086929,data\noisy_wav\voice_06_s036_traffic_0db.wav
voice_06_s036_traffic_-5db,voice_06,s036,The rain made the sidewalk slippery.,noisy,traffic,-5,5445718,data\noisy_wav\voice_06_s036_traffic_-5db.wav
voice_06_s036_traffic_-10db,voice_06,s036,The rain made the sidewalk slippery.,noisy,traffic,-10,2661566,data\noisy_wav\voice_06_s036_traffic_-10db.wav
voice_06_s036_fan_20db,voice_06,s036,The rain made the sidewalk slippery.,noisy,fan,20,182664,data\noisy_wav\voice_06_s036_fan_20db.wav
voice_06_s036_fan_10db,voice_06,s036,The rain made the sidewalk slippery.,noisy,fan,10,741535,data\noisy_wav\voice_06_s036_fan_10db.wav
voice_06_s036_fan_5db,voice_06,s036,The rain made the sidewalk slippery.,noisy,fan,5,589275,data\noisy_wav\voice_06_s036_fan_5db.wav
voice_06_s036_fan_0db,voice_06,s036,The rain made the sidewalk slippery.,noisy,fan,0,727250,data\noisy_wav\voice_06_s036_fan_0db.wav
voice_06_s036_fan_-5db,voice_06,s036,The rain made the sidewalk slippery.,noisy,fan,-5,643520,data\noisy_wav\voice_06_s036_fan_-5db.wav
voice_06_s036_fan_-10db,voice_06,s036,The rain made the sidewalk slippery.,noisy,fan,-10,374158,data\noisy_wav\voice_06_s036_fan_-10db.wav
voice_06_s037_cafe_20db,voice_06,s037,We watched the clouds move across the sky.,noisy,cafe,20,58520,data\noisy_wav\voice_06_s037_cafe_20db.wav
voice_06_s037_cafe_10db,voice_06,s037,We watched the clouds move across the sky.,noisy,cafe,10,174465,data\noisy_wav\voice_06_s037_cafe_10db.wav
voice_06_s037_cafe_5db,voice_06,s037,We watched the clouds move across the sky.,noisy,cafe,5,154389,data\noisy_wav\voice_06_s037_cafe_5db.wav
voice_06_s037_cafe_0db,voice_06,s037,We watched the clouds move across the sky.,noisy,cafe,0,213504,data\noisy_wav\voice_06_s037_cafe_0db.wav
voice_06_s037_cafe_-5db,voice_06,s037,We watched the clouds move across the sky.,noisy,cafe,-5,45967,data\noisy_wav\voice_06_s037_cafe_-5db.wav
voice_06_s037_cafe_-10db,voice_06,s037,We watched the clouds move across the sky.,noisy,cafe,-10,99191,data\noisy_wav\voice_06_s037_cafe_-10db.wav
voice_06_s037_traffic_20db,voice_06,s037,We watched the clouds move across the sky.,noisy,traffic,20,2573819,data\noisy_wav\voice_06_s037_traffic_20db.wav
voice_06_s037_traffic_10db,voice_06,s037,We watched the clouds move across the sky.,noisy,traffic,10,6157196,data\noisy_wav\voice_06_s037_traffic_10db.wav
voice_06_s037_traffic_5db,voice_06,s037,We watched the clouds move across the sky.,noisy,traffic,5,5775543,data\noisy_wav\voice_06_s037_traffic_5db.wav
voice_06_s037_traffic_0db,voice_06,s037,We watched the clouds move across the sky.,noisy,traffic,0,2470589,data\noisy_wav\voice_06_s037_traffic_0db.wav
voice_06_s037_traffic_-5db,voice_06,s037,We watched the clouds move across the sky.,noisy,traffic,-5,1068275,data\noisy_wav\voice_06_s037_traffic_-5db.wav
voice_06_s037_traffic_-10db,voice_06,s037,We watched the clouds move across the sky.,noisy,traffic,-10,1490725,data\noisy_wav\voice_06_s037_traffic_-10db.wav
voice_06_s037_fan_20db,voice_06,s037,We watched the clouds move across the sky.,noisy,fan,20,764234,data\noisy_wav\voice_06_s037_fan_20db.wav
voice_06_s037_fan_10db,voice_06,s037,We watched the clouds move across the sky.,noisy,fan,10,1885,data\noisy_wav\voice_06_s037_fan_10db.wav
voice_06_s037_fan_5db,voice_06,s037,We watched the clouds move across the sky.,noisy,fan,5,736109,data\noisy_wav\voice_06_s037_fan_5db.wav
voice_06_s037_fan_0db,voice_06,s037,We watched the clouds move across the sky.,noisy,fan,0,600660,data\noisy_wav\voice_06_s037_fan_0db.wav
voice_06_s037_fan_-5db,voice_06,s037,We watched the clouds move across the sky.,noisy,fan,-5,410623,data\noisy_wav\voice_06_s037_fan_-5db.wav
voice_06_s037_fan_-10db,voice_06,s037,We watched the clouds move across the sky.,noisy,fan,-10,808274,data\noisy_wav\voice_06_s037_fan_-10db.wav
voice_06_s038_cafe_20db,voice_06,s038,The teacher wrote three examples on the board.,noisy,cafe,20,148762,data\noisy_wav\voice_06_s038_cafe_20db.wav
voice_06_s038_cafe_10db,voice_06,s038,The teacher wrote three examples on the board.,noisy,cafe,10,8488,data\noisy_wav\voice_06_s038_cafe_10db.wav
voice_06_s038_cafe_5db,voice_06,s038,The teacher wrote three examples on the board.,noisy,cafe,5,47731,data\noisy_wav\voice_06_s038_cafe_5db.wav
voice_06_s038_cafe_0db,voice_06,s038,The teacher wrote three examples on the board.,noisy,cafe,0,157912,data\noisy_wav\voice_06_s038_cafe_0db.wav
voice_06_s038_cafe_-5db,voice_06,s038,The teacher wrote three examples on the board.,noisy,cafe,-5,83418,data\noisy_wav\voice_06_s038_cafe_-5db.wav
voice_06_s038_cafe_-10db,voice_06,s038,The teacher wrote three examples on the board.,noisy,cafe,-10,212023,data\noisy_wav\voice_06_s038_cafe_-10db.wav
voice_06_s038_traffic_20db,voice_06,s038,The teacher wrote three examples on the board.,noisy,traffic,20,8116244,data\noisy_wav\voice_06_s038_traffic_20db.wav
voice_06_s038_traffic_10db,voice_06,s038,The teacher wrote three examples on the board.,noisy,traffic,10,5128636,data\noisy_wav\voice_06_s038_traffic_10db.wav
voice_06_s038_traffic_5db,voice_06,s038,The teacher wrote three examples on the board.,noisy,traffic,5,1853003,data\noisy_wav\voice_06_s038_traffic_5db.wav
voice_06_s038_traffic_0db,voice_06,s038,The teacher wrote three examples on the board.,noisy,traffic,0,5365746,data\noisy_wav\voice_06_s038_traffic_0db.wav
voice_06_s038_traffic_-5db,voice_06,s038,The teacher wrote three examples on the board.,noisy,traffic,-5,4744179,data\noisy_wav\voice_06_s038_traffic_-5db.wav
voice_06_s038_traffic_-10db,voice_06,s038,The teacher wrote three examples on the board.,noisy,traffic,-10,873339,data\noisy_wav\voice_06_s038_traffic_-10db.wav
voice_06_s038_fan_20db,voice_06,s038,The teacher wrote three examples on the board.,noisy,fan,20,520287,data\noisy_wav\voice_06_s038_fan_20db.wav
voice_06_s038_fan_10db,voice_06,s038,The teacher wrote three examples on the board.,noisy,fan,10,147475,data\noisy_wav\voice_06_s038_fan_10db.wav
voice_06_s038_fan_5db,voice_06,s038,The teacher wrote three examples on the board.,noisy,fan,5,347255,data\noisy_wav\voice_06_s038_fan_5db.wav
voice_06_s038_fan_0db,voice_06,s038,The teacher wrote three examples on the board.,noisy,fan,0,781549,data\noisy_wav\voice_06_s038_fan_0db.wav
voice_06_s038_fan_-5db,voice_06,s038,The teacher wrote three examples on the board.,noisy,fan,-5,81586,data\noisy_wav\voice_06_s038_fan_-5db.wav
voice_06_s038_fan_-10db,voice_06,s038,The teacher wrote three examples on the board.,noisy,fan,-10,249556,data\noisy_wav\voice_06_s038_fan_-10db.wav
voice_06_s039_cafe_20db,voice_06,s039,She left her umbrella in the back seat.,noisy,cafe,20,90914,data\noisy_wav\voice_06_s039_cafe_20db.wav
voice_06_s039_cafe_10db,voice_06,s039,She left her umbrella in the back seat.,noisy,cafe,10,83759,data\noisy_wav\voice_06_s039_cafe_10db.wav
voice_06_s039_cafe_5db,voice_06,s039,She left her umbrella in the back seat.,noisy,cafe,5,44010,data\noisy_wav\voice_06_s039_cafe_5db.wav
voice_06_s039_cafe_0db,voice_06,s039,She left her umbrella in the back seat.,noisy,cafe,0,166772,data\noisy_wav\voice_06_s039_cafe_0db.wav
voice_06_s039_cafe_-5db,voice_06,s039,She left her umbrella in the back seat.,noisy,cafe,-5,23258,data\noisy_wav\voice_06_s039_cafe_-5db.wav
voice_06_s039_cafe_-10db,voice_06,s039,She left her umbrella in the back seat.,noisy,cafe,-10,215393,data\noisy_wav\voice_06_s039_cafe_-10db.wav
voice_06_s039_traffic_20db,voice_06,s039,She left her umbrella in the back seat.,noisy,traffic,20,5947236,data\noisy_wav\voice_06_s039_traffic_20db.wav
voice_06_s039_traffic_10db,voice_06,s039,She left her umbrella in the back seat.,noisy,traffic,10,5620573,data\noisy_wav\voice_06_s039_traffic_10db.wav
voice_06_s039_traffic_5db,voice_06,s039,She left her umbrella in the back seat.,noisy,traffic,5,5361181,data\noisy_wav\voice_06_s039_traffic_5db.wav
voice_06_s039_traffic_0db,voice_06,s039,She left her umbrella in the back seat.,noisy,traffic,0,6117693,data\noisy_wav\voice_06_s039_traffic_0db.wav
voice_06_s039_traffic_-5db,voice_06,s039,She left her umbrella in the back seat.,noisy,traffic,-5,7437788,data\noisy_wav\voice_06_s039_traffic_-5db.wav
voice_06_s039_traffic_-10db,voice_06,s039,She left her umbrella in the back seat.,noisy,traffic,-10,2816470,data\noisy_wav\voice_06_s039_traffic_-10db.wav
voice_06_s039_fan_20db,voice_06,s039,She left her umbrella in the back seat.,noisy,fan,20,468325,data\noisy_wav\voice_06_s039_fan_20db.wav
voice_06_s039_fan_10db,voice_06,s039,She left her umbrella in the back seat.,noisy,fan,10,11949,data\noisy_wav\voice_06_s039_fan_10db.wav
voice_06_s039_fan_5db,voice_06,s039,She left her umbrella in the back seat.,noisy,fan,5,278095,data\noisy_wav\voice_06_s039_fan_5db.wav
voice_06_s039_fan_0db,voice_06,s039,She left her umbrella in the back seat.,noisy,fan,0,219869,data\noisy_wav\voice_06_s039_fan_0db.wav
voice_06_s039_fan_-5db,voice_06,s039,She left her umbrella in the back seat.,noisy,fan,-5,261662,data\noisy_wav\voice_06_s039_fan_-5db.wav
voice_06_s039_fan_-10db,voice_06,s039,She left her umbrella in the back seat.,noisy,fan,-10,726847,data\noisy_wav\voice_06_s039_fan_-10db.wav
voice_06_s040_cafe_20db,voice_06,s040,The cookies smelled warm and sweet.,noisy,cafe,20,17771,data\noisy_wav\voice_06_s040_cafe_20db.wav
voice_06_s040_cafe_10db,voice_06,s040,The cookies smelled warm and sweet.,noisy,cafe,10,91876,data\noisy_wav\voice_06_s040_cafe_10db.wav
voice_06_s040_cafe_5db,voice_06,s040,The cookies smelled warm and sweet.,noisy,cafe,5,67281,data\noisy_wav\voice_06_s040_cafe_5db.wav
voice_06_s040_cafe_0db,voice_06,s040,The cookies smelled warm and sweet.,noisy,cafe,0,206312,data\noisy_wav\voice_06_s040_cafe_0db.wav
voice_06_s040_cafe_-5db,voice_06,s040,The cookies smelled warm and sweet.,noisy,cafe,-5,28320,data\noisy_wav\voice_06_s040_cafe_-5db.wav
voice_06_s040_cafe_-10db,voice_06,s040,The cookies smelled warm and sweet.,noisy,cafe,-10,188852,data\noisy_wav\voice_06_s040_cafe_-10db.wav
voice_06_s040_traffic_20db,voice_06,s040,The cookies smelled warm and sweet.,noisy,traffic,20,10747,data\noisy_wav\voice_06_s040_traffic_20db.wav
voice_06_s040_traffic_10db,voice_06,s040,The cookies smelled warm and sweet.,noisy,traffic,10,403890,data\noisy_wav\voice_06_s040_traffic_10db.wav
voice_06_s040_traffic_5db,voice_06,s040,The cookies smelled warm and sweet.,noisy,traffic,5,3237475,data\noisy_wav\voice_06_s040_traffic_5db.wav
voice_06_s040_traffic_0db,voice_06,s040,The cookies smelled warm and sweet.,noisy,traffic,0,3676056,data\noisy_wav\voice_06_s040_traffic_0db.wav
voice_06_s040_traffic_-5db,voice_06,s040,The cookies smelled warm and sweet.,noisy,traffic,-5,6145364,data\noisy_wav\voice_06_s040_traffic_-5db.wav
voice_06_s040_traffic_-10db,voice_06,s040,The cookies smelled warm and sweet.,noisy,traffic,-10,3520306,data\noisy_wav\voice_06_s040_traffic_-10db.wav
voice_06_s040_fan_20db,voice_06,s040,The cookies smelled warm and sweet.,noisy,fan,20,174418,data\noisy_wav\voice_06_s040_fan_20db.wav
voice_06_s040_fan_10db,voice_06,s040,The cookies smelled warm and sweet.,noisy,fan,10,434130,data\noisy_wav\voice_06_s040_fan_10db.wav
voice_06_s040_fan_5db,voice_06,s040,The cookies smelled warm and sweet.,noisy,fan,5,517033,data\noisy_wav\voice_06_s040_fan_5db.wav
voice_06_s040_fan_0db,voice_06,s040,The cookies smelled warm and sweet.,noisy,fan,0,397108,data\noisy_wav\voice_06_s040_fan_0db.wav
voice_06_s040_fan_-5db,voice_06,s040,The cookies smelled warm and sweet.,noisy,fan,-5,368292,data\noisy_wav\voice_06_s040_fan_-5db.wav
voice_06_s040_fan_-10db,voice_06,s040,The cookies smelled warm and sweet.,noisy,fan,-10,572547,data\noisy_wav\voice_06_s040_fan_-10db.wav
voice_06_s041_cafe_20db,voice_06,s041,He turned off the alarm before going outside.,noisy,cafe,20,98395,data\noisy_wav\voice_06_s041_cafe_20db.wav
voice_06_s041_cafe_10db,voice_06,s041,He turned off the alarm before going outside.,noisy,cafe,10,26588,data\noisy_wav\voice_06_s041_cafe_10db.wav
voice_06_s041_cafe_5db,voice_06,s041,He turned off the alarm before going outside.,noisy,cafe,5,217266,data\noisy_wav\voice_06_s041_cafe_5db.wav
voice_06_s041_cafe_0db,voice_06,s041,He turned off the alarm before going outside.,noisy,cafe,0,125695,data\noisy_wav\voice_06_s041_cafe_0db.wav
voice_06_s041_cafe_-5db,voice_06,s041,He turned off the alarm before going outside.,noisy,cafe,-5,206760,data\noisy_wav\voice_06_s041_cafe_-5db.wav
voice_06_s041_cafe_-10db,voice_06,s041,He turned off the alarm before going outside.,noisy,cafe,-10,151533,data\noisy_wav\voice_06_s041_cafe_-10db.wav
voice_06_s041_traffic_20db,voice_06,s041,He turned off the alarm before going outside.,noisy,traffic,20,5460728,data\noisy_wav\voice_06_s041_traffic_20db.wav
voice_06_s041_traffic_10db,voice_06,s041,He turned off the alarm before going outside.,noisy,traffic,10,6360607,data\noisy_wav\voice_06_s041_traffic_10db.wav
voice_06_s041_traffic_5db,voice_06,s041,He turned off the alarm before going outside.,noisy,traffic,5,5764319,data\noisy_wav\voice_06_s041_traffic_5db.wav
voice_06_s041_traffic_0db,voice_06,s041,He turned off the alarm before going outside.,noisy,traffic,0,1892325,data\noisy_wav\voice_06_s041_traffic_0db.wav
voice_06_s041_traffic_-5db,voice_06,s041,He turned off the alarm before going outside.,noisy,traffic,-5,1364461,data\noisy_wav\voice_06_s041_traffic_-5db.wav
voice_06_s041_traffic_-10db,voice_06,s041,He turned off the alarm before going outside.,noisy,traffic,-10,3785673,data\noisy_wav\voice_06_s041_traffic_-10db.wav
voice_06_s041_fan_20db,voice_06,s041,He turned off the alarm before going outside.,noisy,fan,20,77289,data\noisy_wav\voice_06_s041_fan_20db.wav
voice_06_s041_fan_10db,voice_06,s041,He turned off the alarm before going outside.,noisy,fan,10,35035,data\noisy_wav\voice_06_s041_fan_10db.wav
voice_06_s041_fan_5db,voice_06,s041,He turned off the alarm before going outside.,noisy,fan,5,309234,data\noisy_wav\voice_06_s041_fan_5db.wav
voice_06_s041_fan_0db,voice_06,s041,He turned off the alarm before going outside.,noisy,fan,0,21053,data\noisy_wav\voice_06_s041_fan_0db.wav
voice_06_s041_fan_-5db,voice_06,s041,He turned off the alarm before going outside.,noisy,fan,-5,334198,data\noisy_wav\voice_06_s041_fan_-5db.wav
voice_06_s041_fan_-10db,voice_06,s041,He turned off the alarm before going outside.,noisy,fan,-10,273812,data\noisy_wav\voice_06_s041_fan_-10db.wav
voice_06_s042_cafe_20db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,cafe,20,27453,data\noisy_wav\voice_06_s042_cafe_20db.wav
voice_06_s042_cafe_10db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,cafe,10,19451,data\noisy_wav\voice_06_s042_cafe_10db.wav
voice_06_s042_cafe_5db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,cafe,5,89602,data\noisy_wav\voice_06_s042_cafe_5db.wav
voice_06_s042_cafe_0db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,cafe,0,44592,data\noisy_wav\voice_06_s042_cafe_0db.wav
voice_06_s042_cafe_-5db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,cafe,-5,98424,data\noisy_wav\voice_06_s042_cafe_-5db.wav
voice_06_s042_cafe_-10db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,cafe,-10,42180,data\noisy_wav\voice_06_s042_cafe_-10db.wav
voice_06_s042_traffic_20db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,traffic,20,6140335,data\noisy_wav\voice_06_s042_traffic_20db.wav
voice_06_s042_traffic_10db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,traffic,10,629165,data\noisy_wav\voice_06_s042_traffic_10db.wav
voice_06_s042_traffic_5db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,traffic,5,4588956,data\noisy_wav\voice_06_s042_traffic_5db.wav
voice_06_s042_traffic_0db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,traffic,0,7900677,data\noisy_wav\voice_06_s042_traffic_0db.wav
voice_06_s042_traffic_-5db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,traffic,-5,7534011,data\noisy_wav\voice_06_s042_traffic_-5db.wav
voice_06_s042_traffic_-10db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,traffic,-10,781018,data\noisy_wav\voice_06_s042_traffic_-10db.wav
voice_06_s042_fan_20db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,fan,20,354366,data\noisy_wav\voice_06_s042_fan_20db.wav
voice_06_s042_fan_10db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,fan,10,622886,data\noisy_wav\voice_06_s042_fan_10db.wav
voice_06_s042_fan_5db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,fan,5,643453,data\noisy_wav\voice_06_s042_fan_5db.wav
voice_06_s042_fan_0db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,fan,0,506186,data\noisy_wav\voice_06_s042_fan_0db.wav
voice_06_s042_fan_-5db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,fan,-5,738726,data\noisy_wav\voice_06_s042_fan_-5db.wav
voice_06_s042_fan_-10db,voice_06,s042,The letter was hidden inside the blue envelope.,noisy,fan,-10,32498,data\noisy_wav\voice_06_s042_fan_-10db.wav
voice_06_s043_cafe_20db,voice_06,s043,They rented a small cabin near the lake.,noisy,cafe,20,113068,data\noisy_wav\voice_06_s043_cafe_20db.wav
voice_06_s043_cafe_10db,voice_06,s043,They rented a small cabin near the lake.,noisy,cafe,10,171346,data\noisy_wav\voice_06_s043_cafe_10db.wav
voice_06_s043_cafe_5db,voice_06,s043,They rented a small cabin near the lake.,noisy,cafe,5,43253,data\noisy_wav\voice_06_s043_cafe_5db.wav
voice_06_s043_cafe_0db,voice_06,s043,They rented a small cabin near the lake.,noisy,cafe,0,159204,data\noisy_wav\voice_06_s043_cafe_0db.wav
voice_06_s043_cafe_-5db,voice_06,s043,They rented a small cabin near the lake.,noisy,cafe,-5,113823,data\noisy_wav\voice_06_s043_cafe_-5db.wav
